startup,label,status
TopOPPS,2,operating
TopSchool,2,operating
TopTenREVIEWS,2,operating
Topera,1,acquired
TopiVert,2,operating
Topica Pharmaceuticals,2,operating
Topio,1,acquired
Topix,2,operating
"Toppic, Inc.",2,operating
Topsy Labs,1,acquired
Torax Medical,2,operating
Torch Technologies,2,operating
Tornado Medical Systems,2,operating
Torqeedo,2,operating
Torrent Technologies,2,operating
Torsion Mobile,2,operating
Total Beauty Media,2,operating
Total Immersion,2,operating
Total Nutraceutical Solutions,2,operating
Totango,2,operating
Touch Bionics,2,operating
TouchBistro,2,operating
TouchMail,2,operating
TouchOfModern,2,operating
TouchPal,2,operating
TouchSpin Gaming AG,2,operating
Touchmedia,2,operating
Touchtalent,2,operating
ToughSurgery,2,operating
TourNative,2,operating
TourPal,2,operating
TourRadar,2,operating
Toura,1,acquired
TouristEye,1,acquired
Touristlink,2,operating
TournEase,2,operating
Toushay - It's what's in store,2,operating
Tout,2,operating
ToutApp,2,operating
Tower Cloud,2,operating
TowerMetriX,2,operating
TownHog,1,acquired
TownWizard,2,operating
ToyTalk,2,operating
Toygaroo.com,0,closed
Toywheel,2,operating
Traackr,2,operating
Traak Systems,2,operating
Trace Technologies,2,operating
TraceLink,2,operating
TraceWorks,2,operating
Tracelytics,1,acquired
TrackBill,2,operating
TrackDuck,2,operating
TrackIF,2,operating
TrackMaven,2,operating
TrackR,2,operating
Tracked.com,0,closed
TrackingPoint,2,operating
Tracks.by,2,operating
Tracky,2,operating
Tracour,2,operating
Tractive,2,operating
Trada,2,operating
TradeBeam,1,acquired
TradeBlock,2,operating
TradeCard,1,acquired
TradeHero,2,operating
Tradegecko,2,operating
TraderTools,2,operating
Tradescape,2,operating
Tradeshift,2,operating
Tradesparq,2,operating
Tradesy,2,operating
Trading Block,2,operating
TrafficCast,2,operating
TrafficLand,2,operating
Traffio,2,operating
Tragara,2,operating
Traitify,2,operating
Traity,2,operating
Trampoline Systems,2,operating
TranSiC,0,closed
TransEngen,2,operating
TransEnterix,2,operating
TransGenRx,0,closed
TransLattice,2,operating
TransMedics,2,operating
Transaction Wireless,2,operating
Transactis,1,acquired
Transatomic Power Corporation,2,operating
Transave,1,acquired
Transcend Medical,2,operating
TranscribeMe,2,operating
Transcriptic,2,operating
Transera Communications,2,operating
Transfer Course Computer System (Beijing),2,operating
TransferGo,2,operating
TransferWise,2,operating
Transfercar,2,operating
Transfluent,2,operating
Transgenomic,2,operating
Transifex,2,operating
"Transilio, Inc. dba SmartStory Technologies",2,operating
Transinfo Group,2,operating
Transit App,2,operating
Transition Therapeutics,2,operating
Translimit,2,operating
Transmetrics,2,operating
Transparency Software,0,closed
Transpera,1,acquired
Transphorm,2,operating
Transplant Genomics Inc.,2,operating
Transport Pharmaceuticals,2,operating
Transposagen Biopharmaceuticals,2,operating
Tranzeo Wireless Technologies,2,operating
Tranzlogic,2,operating
Trapeze Networks,1,acquired
Trapit,2,operating
TrashOut,2,operating
Travador,2,operating
TraveDoc,2,operating
Travefy,2,operating
TravelMuse,1,acquired
TravelShark,2,operating
TravelTriangle,2,operating
Travelata,2,operating
Travellution,2,operating
Travelzen.com,2,operating
Traversa Therapeutics,0,closed
Travora Networks,1,acquired
Trax Technologies,2,operating
Traxo,2,operating
Traxpay,2,operating
Traycer Diagnostic Systems,2,operating
TreFoil Energy,1,acquired
TreSensa,2,operating
Treasure Data,2,operating
Treasure Valley Urology Services,2,operating
Tred,2,operating
Treedom,2,operating
Treehouse,2,operating
Treeveo,2,operating
Trefis,2,operating
TrekkSoft,2,operating
Trellia Networks,1,acquired
Trellie,2,operating
Trellis Automation,2,operating
Trellis Bioscience,2,operating
Tremor Video,2,operating
TrendKite,2,operating
Trendsetters,2,operating
Trendslide,1,acquired
Trendyol,2,operating
Trenergi,2,operating
Tresata,2,operating
Tresorit,2,operating
Trevena,2,operating
Trevi Therapeutics,2,operating
Tri Alpha Energy,2,operating
TriCipher,1,acquired
TriLogic Pharma,2,operating
TriLumina Corp.,2,operating
TriQ Systems,2,operating
TriReme Medical,2,operating
TriStar Investors,2,operating
TriVascular,2,operating
TrialBee,2,operating
TrialPay,2,operating
TrialReach,2,operating
Triangulate,0,closed
TribaLearning,2,operating
Tribe Studios,2,operating
TribeHR,1,acquired
Tribesports,2,operating
Tribogenics,2,operating
Tribold,1,acquired
Tribunat,2,operating
Tributes.com,2,operating
Tricida,2,operating
Tricycle,2,operating
Trident Energy,2,operating
Trifacta,2,operating
Trigemina,2,operating
Trigence,1,acquired
Trigger.io,2,operating
TriggerMail,2,operating
Triggertrap,2,operating
Triggit,2,operating
Trilliant,2,operating
Trimel Pharmaceuticals,2,operating
Trinean,2,operating
Trinity Biosystems,0,closed
Trinity Pharma Solutions,2,operating
Trion Worlds,2,operating
Trip4real,2,operating
TripChamp,2,operating
TripIt,1,acquired
TripLingo,2,operating
TripMark,2,operating
Tripl,0,closed
TripleLift,2,operating
Triporati,2,operating
Triposo,2,operating
Tripping,2,operating
Trippy,2,operating
Triptease,2,operating
Triptrotting,2,operating
Tripwolf,2,operating
Triumfant,2,operating
Trius Therapeutics,1,acquired
Trivie,2,operating
Trivitron Healthcare,2,operating
Trivnet,1,acquired
Trony Science and Technology Development,2,operating
TroopSwap,2,operating
Trooval,2,operating
"Troppus Software, an EchoStar Corporation",2,operating
Troux Technologies,2,operating
Trov,2,operating
TrovaGene,0,closed
Trovebox,2,operating
Trovix,1,acquired
TruLeaf,2,operating
TruMarx Data Partners,2,operating
TruTouch Technologies,2,operating
True Fit,2,operating
True&Co,2,operating
TrueAbility,2,operating
TrueAccord,2,operating
TrueDemand Software,1,acquired
TrueView,2,operating
Truecaller,2,operating
Trueffect,2,operating
Truevision,2,operating
Trufa,2,operating
Truffls,2,operating
Truist,1,acquired
Truli,2,operating
Trulia,1,acquired
Trulioo,2,operating
TrulySocial,2,operating
Trumaker,2,operating
Trumpet Search,2,operating
Trunk Club,1,acquired
Trusper,2,operating
Trust Digital,1,acquired
TrustCloud,2,operating
TrustDegrees,0,closed
TrustEgg,2,operating
TrustGo,1,acquired
TrustID,2,operating
Trusted Insight,2,operating
Trusted Opinion,0,closed
TrustedID,1,acquired
Trusteer,1,acquired
Trustev,2,operating
Trustlook,2,operating
Trustpilot,2,operating
Trutap,2,operating
Truveris,2,operating
Trxade Group,2,operating
Tryton Medical,2,operating
TuManitas,2,operating
Tubaloo,2,operating
TubeMogul,2,operating
Tubular Labs,2,operating
Tudou,2,operating
Tuee,2,operating
Tufin,2,operating
Tugg,2,operating
Tuition.io,2,operating
Tujia,2,operating
Tulane University,2,operating
Tuloko,2,operating
Tumbie,0,closed
Tumblr,1,acquired
Tumri,1,acquired
Tunaspot,2,operating
TuneIn,2,operating
TuneUp,2,operating
TuneWiki,2,operating
Tunesat,2,operating
Tunespeak,2,operating
"Tunespotter, Inc.",2,operating
Tungle.me,1,acquired
Tuniu,2,operating
Tupalo,1,acquired
Turbine,1,acquired
Turbine Air Systems,2,operating
Turf Geography Club,0,closed
Turn,2,operating
"TurnHere, Inc.",2,operating
TurnKey Vacation Rentals,2,operating
TurningArt,2,operating
Turnstyle Solutions,2,operating
Tursiop Technologies,2,operating
Tuscany Design Automation,2,operating
Tushky,2,operating
Tut Systems,2,operating
Tutee,2,operating
Tutellus,2,operating
"Tutor Universe, Inc.",2,operating
TutorGroup,2,operating
TutorVista.com,2,operating
Tutorspree,0,closed
Tutum,2,operating
Tvinci,1,acquired
Tvoop,2,operating
TweetDeck,1,acquired
TweetMeme,2,operating
Twelve,2,operating
Twelvefold,2,operating
Twenty20.com,2,operating
Twice,2,operating
Twigmore,0,closed
Twilio,2,operating
TwinStrata,1,acquired
Twist Bioscience,2,operating
Twistbox Entertainment,1,acquired
Twisted Pair Solutions,1,acquired
Twitch,1,acquired
Twitpay,0,closed
Twitter,2,operating
TwoFish,1,acquired
TxCell,2,operating
TxVia,1,acquired
Txt4,0,closed
Tyba,2,operating
Tyfone,2,operating
Tykli,2,operating
Tykoon,2,operating
Tylr Mobile,2,operating
Tynt,1,acquired
Typeform,2,operating
Typekit,1,acquired
Typemock,2,operating
Typesafe,2,operating
Tyres on the Drive,2,operating
Tyro Payments,2,operating
Tyrogenex,2,operating
Tysdo,2,operating
Tytanium Ideas,2,operating
Tyto,2,operating
U Grok It - Smartphone RFID,2,operating
U-Systems,1,acquired
U.S. Nursing Corporation,2,operating
U4EA Wireless,0,closed
U4iA Games,2,operating
UA Campus Pantry,2,operating
UAT Holdings,2,operating
UBIKOD,2,operating
UBmatrix,1,acquired
UCAN,2,operating
UCloud Information Technology,2,operating
UGE,2,operating
UGOBE,0,closed
"UICO, LLC",2,operating
UIEvolution,2,operating
UPEK,1,acquired
UQM Technologies,2,operating
URBANARA,2,operating
URX,2,operating
US PREVENTIVE MEDICINE,2,operating
USA Discounters,2,operating
USB Promos,2,operating
USDS,2,operating
USGI Medical,2,operating
USTC iFLYTEK Science and Technology,2,operating
UTStarcom,2,operating
UUCUN,2,operating
UUSEE,2,operating
UVLrx Therapeutics,2,operating
UWI Technology,2,operating
UXPin,2,operating
Uber,2,operating
Uber Entertainment,2,operating
UberMedia,2,operating
Ubersense,1,acquired
Ubicom,2,operating
Ubidyne,2,operating
Ubiquisys,1,acquired
Ubiquitous Energy,2,operating
Ubiquity Broadcasting Corporation,2,operating
Ubiquity Global Services,2,operating
Ubiterra,2,operating
Ubitexx,1,acquired
Ubix Labs,2,operating
Udacity,2,operating
Udemy,2,operating
UiTV,2,operating
Ulmart,2,operating
UltiZen,2,operating
Ultimate Software,2,operating
Ultra Electronics,2,operating
UltraSoC Technologies,2,operating
Ultragenyx Pharmaceutical,2,operating
Ultrasound Medical Devices,2,operating
Ulympix,2,operating
UmBio,2,operating
Umami,2,operating
UmbaBox,2,operating
Umbel,2,operating
Umbie DentalCare,2,operating
Umbie Health,2,operating
Umeng,1,acquired
Umoove,2,operating
UnBuyThat,0,closed
Unbooked Ltd,0,closed
Unbound Concepts,2,operating
UnboundID,2,operating
Unbxd,2,operating
Understory,2,operating
Undo Software,2,operating
Uni-Power Group,2,operating
UniKey Technologies,2,operating
UniQure,2,operating
Unidesk,2,operating
Unified,2,operating
Unifysquare,2,operating
Unigene Laboratories,0,closed
Unigo,2,operating
Uniiverse,2,operating
Uniken Systems,2,operating
Unilife Corporation,2,operating
Unioncy,2,operating
Uniplaces,2,operating
Unique Solutions Design,2,operating
Unirisx,2,operating
Unisfair,1,acquired
United Dogs and Cats,0,closed
United Information Technology Co.,2,operating
United Mobile Apps,2,operating
Unitrends,2,operating
Unity Technologies,2,operating
Univa,2,operating
Univa UD,2,operating
Universal Ad,0,closed
University Beyond,2,operating
University of Chicago,2,operating
"University of Connecticut, Storrs",2,operating
University of Dallas,2,operating
University of Maine,2,operating
University of Maryland,2,operating
"University of Massachusetts, Dartmouth",2,operating
University of Michigan,2,operating
University of Rhode Island,2,operating
University of Ulster,2,operating
University of Wollongong,2,operating
UniversityNow,2,operating
Universtar Science & Technology,2,operating
Unkasoft Advergaming,2,operating
Unleashed Software,2,operating
Unmetric,2,operating
Unreal Brands,2,operating
Unsilo,2,operating
Unsocial,0,closed
Unsubscribe.com,1,acquired
Untangle,2,operating
Uolala.com,2,operating
UpCity,2,operating
UpCounsel,2,operating
UpDown,2,operating
UpMo,0,closed
UpTap,2,operating
UpTo,2,operating
UpWind Solutions,2,operating
UpdateLogic,2,operating
Updater,2,operating
Updox,2,operating
Upfront Digital Media,2,operating
Upland Software,2,operating
Uplike,2,operating
Uplogix,2,operating
Upower,2,operating
Uppidy,1,acquired
Upptalk,2,operating
Uprizer Labs,2,operating
Upside,2,operating
"Upsight, Inc.",2,operating
Upstart,2,operating
Upstream Commerce,2,operating
Upstream Technologies,2,operating
Uptake,1,acquired
Uptake Medical,2,operating
"Uptivity, Inc.",1,acquired
Upverter,2,operating
Upworthy,2,operating
UrGift,2,operating
Urban Airship,2,operating
Urban Compass,2,operating
Urban Interactions,2,operating
Urban Ladder,2,operating
Urban Planet Media & Entertainment,2,operating
Urban Remedy,2,operating
Urban Times,2,operating
UrbanBound,2,operating
UrbanIndo,2,operating
UrbanSitter,2,operating
Urbita,2,operating
Urgent.ly,2,operating
UrgentRx,2,operating
Urjanet,2,operating
Urova Medical,2,operating
Urtak,0,closed
UrtheCast,2,operating
User Replay,2,operating
UserVoice,2,operating
Ushahidi,2,operating
Ushi,2,operating
UsingMiles,2,operating
Ustream,2,operating
UtiliData,2,operating
Utkarsh Micro Finance,2,operating
Utrip,2,operating
Uversity,2,operating
Uvinum,2,operating
V-Key,2,operating
V.i. Laboratories,2,operating
V2contact,2,operating
VANCL,2,operating
VAYAVYA LABS,2,operating
VBI Vaccines,2,operating
VBOX,2,operating
VBrick Systems,2,operating
VCNC,2,operating
VCharge,2,operating
VG Life Sciences,2,operating
VGBio,2,operating
VGo Communications,2,operating
VHT,2,operating
VHX,2,operating
VIA Pharmaceuticals,2,operating
VIAP,0,closed
VIDA Diagnostics,2,operating
VIDCOIN,2,operating
VII NETWORK,2,operating
VIPerks,2,operating
VIPorbit Software,2,operating
VIPstore.com,1,acquired
VIRxSYS,2,operating
VIVA,2,operating
VM Discovery,2,operating
VMIX Media,2,operating
VMTurbo,2,operating
VMob,2,operating
VMware,1,acquired
VODECLIC,2,operating
VOIQ,2,operating
"VOIS, Inc.",0,closed
VOLITIONRX,2,operating
VONTRAVEL,2,operating
VOSS Solutions,2,operating
VPIsystems,1,acquired
VR1,2,operating
VT Silicon,0,closed
VU Security,2,operating
VaST Systems Technology,2,operating
VacationFutures,2,operating
Vaccibody,2,operating
Vaccinogen,2,operating
Vadio,2,operating
Valant Medical Solutions,2,operating
Valen Analytics,2,operating
ValenTx,2,operating
Valence Health,2,operating
Valencell,2,operating
Valeritas,2,operating
Validas,2,operating
Validic,2,operating
Validity Sensors,1,acquired
Validroid,2,operating
Validus DC Systems,2,operating
Valkee,2,operating
ValuNet,2,operating
VanDyne SuperTurbo,2,operating
VanGogh Imaging,2,operating
Vandalia Research,2,operating
Vangard Voice Systems,2,operating
Vanilla Forums,2,operating
Vantage Data Centers,2,operating
Vantage Sports,2,operating
Vantos,2,operating
Vantrix,2,operating
Vanu,2,operating
Vape Holdings,2,operating
Vapore,2,operating
Vapotherm,2,operating
Vaprema,0,closed
VarVee,2,operating
Varaa.com,2,operating
Varentec,2,operating
Variable,2,operating
Varolii,1,acquired
Varonis Systems,2,operating
Varsity News Network,2,operating
Vascular Dynamics,2,operating
Vascular Pathways,2,operating
Vascular Pharmaceuticals,2,operating
Vascular Therapies,2,operating
VasoNova,1,acquired
Vasona Networks,2,operating
Vasopharm,2,operating
Vastari,2,operating
Vastrm,2,operating
Vativ Technologies,1,acquired
Vault Dragon,2,operating
Vaultive,2,operating
Vaunte,2,operating
VaxInnate,2,operating
Vaxart,2,operating
Vaxess Technologies,2,operating
Vayable,2,operating
Vdopia,2,operating
VectorMAX,2,operating
Vectra Networks,2,operating
Vedantu,2,operating
Veduca,2,operating
Veebow,2,operating
Veeqo,2,operating
Veezeon,2,operating
Vehcon,2,operating
Vela Systems,1,acquired
VeliQ,2,operating
Velocent Systems,2,operating
VelociData,2,operating
Velocify,2,operating
Velocix,1,acquired
Velomedix,2,operating
Velotton,2,operating
Velti,2,operating
VenX Medical,2,operating
Venafi,2,operating
Vend,2,operating
VendAsta,2,operating
Venda,1,acquired
Venddo.com,2,operating
Vendscreen,2,operating
Venga,2,operating
Vengo Labs,2,operating
Veniti,2,operating
Venmo,1,acquired
Vensun Pharmaceuticals,2,operating
VentiRx Pharmaceuticals,2,operating
Ventiva,2,operating
VentriPoint Diagnostics,2,operating
Ventrix,2,operating
Venture Technologies,2,operating
VentureBeat,2,operating
Venturepax,2,operating
Venturi Wireless,2,operating
VenueSpot,2,operating
Venuelabs,2,operating
Venuemob,2,operating
Venustech,2,operating
Venvy Interactive Video,2,operating
Veoh,1,acquired
Veosearch,2,operating
Veotag,1,acquired
VeraLight,2,operating
Veracode,2,operating
Veracyte,2,operating
Veran Medical Technologies,2,operating
Verastem,2,operating
Verax Biomedical,2,operating
VerbalizeIt,2,operating
Verbling,2,operating
Verdande Technology,2,operating
Verdeeco,2,operating
Verdiem,2,operating
Verdigris Technologies,2,operating
Verengo Solar,2,operating
Verenium,1,acquired
VeriSilicon Holdings,2,operating
VeriTainer,2,operating
VeriTeQ Corporation,2,operating
VeriWave,1,acquired
Verical,1,acquired
Vericare Management,2,operating
Vericept,1,acquired
Verient,2,operating
Verimatrix,2,operating
Verinata Health,1,acquired
Verivo Software,2,operating
Verivue,1,acquired
Verizon Communications,2,operating
Vermillion,2,operating
Verold,2,operating
Veros Systems,2,operating
Versa,2,operating
Versartis,2,operating
Versify Solutions,2,operating
VersionOne,2,operating
Versus,2,operating
Verteego (Emerald Vision),2,operating
Vertex Pharmaceuticals,2,operating
VertiFlex,2,operating
Vertica Systems,1,acquired
Vertical Acuity,1,acquired
Vertical Health Solutions,2,operating
VerticalResponse,1,acquired
Vertishear,2,operating
Verto Analytics,2,operating
Vertos Medical,2,operating
Vertra,2,operating
VeruTEK Technologies,2,operating
Verve Mobile,2,operating
VeryLastRoom,2,operating
Veryan Medical,2,operating
VesLabs,2,operating
Vessel,2,operating
Vessix Vascular,1,acquired
Vestagen Technical Textiles,2,operating
Vestaron Corporation,2,operating
Vestec,2,operating
Vestiaire Collective,2,operating
VetCloud,2,operating
VetDC,2,operating
Veveo,1,acquired
Vhoto,2,operating
ViClone,2,operating
ViOptix,2,operating
ViVu,1,acquired
ViXS Systems,2,operating
ViZn Energy Systems,2,operating
Via Novus,2,operating
ViaCyte,2,operating
Viacor,0,closed
Viadeo,2,operating
Viagogo,2,operating
ViajaNet,2,operating
Viamet Pharmaceuticals,2,operating
Vibease,2,operating
Vibrant Corporation,2,operating
Vibrant Media,2,operating
Vibrynt,2,operating
Vicarious,2,operating
Vice Media,2,operating
Vicor Technologies,2,operating
Victor,2,operating
VictorOps,2,operating
Vicus Therapeutics,2,operating
VidSys,2,operating
Vida Systems,2,operating
Vidaao,1,acquired
Vidacare,1,acquired
Vidatronic,2,operating
Vidcaster,2,operating
Viddler,2,operating
Video Furnace,1,acquired
VideoAvatars,2,operating
VideoElephant.com,2,operating
VideoIQ,1,acquired
VideoSelfie,2,operating
VideoStep,2,operating
VideoStitch,2,operating
Videolicious,2,operating
Videolla,2,operating
Videology,2,operating
Videoplaza,1,acquired
Vidible,1,acquired
Vidmaker,2,operating
Vidyard,2,operating
Vidyo,2,operating
Viepage,2,operating
View Inc.,2,operating
View the Space,2,operating
ViewCast,2,operating
ViewRay,2,operating
Viewbix,2,operating
Viewdle,1,acquired
Viewfinity,2,operating
Viewpoint Digital,2,operating
ViewsIQ,2,operating
Viewster,2,operating
Viewsy,2,operating
VigLink,2,operating
Vigiglobe,2,operating
Vigilant Biosciences,2,operating
Vigilent,2,operating
Vigilistics,2,operating
Vigilos,2,operating
Vigoda,2,operating
Vigour.io,2,operating
Viigo,1,acquired
Viki,1,acquired
Viking Cold Solutions,2,operating
Villgro Innovation Marketing,2,operating
Vimodi,2,operating
Vindicia,2,operating
Vinfolio,2,operating
Vinogusto.com,2,operating
Vinomis Laboratories,2,operating
Vinted,2,operating
Violin Memory,2,operating
Vionic,2,operating
Vir-Sec,2,operating
Viragen,2,operating
ViralGains,2,operating
ViralNinjas,2,operating
Viralheat,2,operating
Virdante Pharmaceuticals,2,operating
Virdia,1,acquired
Virdocs Software,2,operating
Virgin Mobile Latin America,2,operating
Virident Systems,1,acquired
Viridis Energy,2,operating
Viridity Energy,2,operating
Viridity Software,1,acquired
ViroXis,2,operating
Virobay,2,operating
Virool,2,operating
Virsto Software,1,acquired
Virtify,2,operating
Virtru,2,operating
VirtuOz,1,acquired
Virtual Computer,1,acquired
Virtual Expert Clinics,1,acquired
Virtual Incision Corp (VIC),2,operating
Virtual Instruments Corporation,2,operating
Virtual Iron Software,1,acquired
Virtual Ports,2,operating
Virtual Telephone & Telegraph,0,closed
VirtualLogix,1,acquired
VirtualSharp Software,1,acquired
Virtugo Software,2,operating
Virtuix,2,operating
Virtustream,2,operating
Viryd Technologies,0,closed
Visage Mobile,2,operating
Visante,2,operating
Viscount Systems,2,operating
VisiKard,2,operating
VisiQuate,2,operating
Visible Measures,2,operating
Visible Path,1,acquired
Visible Technologies,2,operating
Visible World,2,operating
VisibleBrands,2,operating
VisibleGains,2,operating
Visier,2,operating
Visio Financial Services,2,operating
Vision 360 Degres (V3D),2,operating
Vision Critical,2,operating
VisionCare Ophthalmic Technologies,2,operating
VisionGate,2,operating
VisionScope Technologies,2,operating
Visionary Mobile,2,operating
Visionnaire,2,operating
VistaGen Therapeutics,2,operating
Vistar Media,2,operating
Visterra,2,operating
Visto,2,operating
Visual IQ,2,operating
Visual Networks,2,operating
Visual Revenue,1,acquired
Visual.ly,2,operating
VisualDNA,2,operating
VisualOn,2,operating
VisualShare,2,operating
Visualant,2,operating
Visualase,1,acquired
Visualead,2,operating
Vita Coco,2,operating
Vita Products,2,operating
VitaPath Genetics,2,operating
VitaPortal,2,operating
Vital Access,2,operating
Vital Connect,2,operating
Vital Therapies,2,operating
Vitalbox - Healthcare as it should be,2,operating
Vitals (vitals.com),2,operating
Vitriflex,2,operating
Vitrue,1,acquired
"Vitrum View, LLC",2,operating
Vitruvias Therapeutics,2,operating
Vittana,2,operating
VivaReal,2,operating
Vivakor,2,operating
Vivaldi Biosciences,2,operating
Vivartes,2,operating
Vivastream,2,operating
Viverae,2,operating
Vivid Logic,1,acquired
VividCortex,2,operating
Vivify Health,2,operating
Vivino,2,operating
Vivisimo,1,acquired
VivoText,2,operating
Vivogig,2,operating
Vivonet,2,operating
Vivorte,2,operating
Vivox,2,operating
Vizerra,2,operating
Vizibility,1,acquired
Vizify,1,acquired
Vizu Corporation,1,acquired
Vizury,2,operating
Vlingo,1,acquired
VoAPPs,2,operating
Voalte,2,operating
Vobile,2,operating
Vocalocity,1,acquired
Vocera Communications,2,operating
Voci Technologies,2,operating
Voddler,2,operating
Vodio Labs,2,operating
Voice Assist,2,operating
VoiceBox Technologies,2,operating
VoiceObjects,1,acquired
Voicebase,2,operating
Voices Heard Media,2,operating
Volar Video,2,operating
VoloAgri Group,2,operating
VoloMedia,0,closed
VoloMetrix,2,operating
VoltDB,2,operating
VoltServer,2,operating
Volta Industries,2,operating
Voltage Security,2,operating
Voltaix,1,acquired
Voltari,2,operating
Voltea,2,operating
VoluBill,1,acquired
VolunteerSpot,2,operating
Voluntis,2,operating
Volvant,2,operating
Vomaris Innovations,2,operating
Von Bismark,2,operating
Vontoo,0,closed
Vontu,1,acquired
Voodle - Memories in Motion,2,operating
VoodooVox,2,operating
Vook,2,operating
Voovio aka 3Ditize,2,operating
Vopium,2,operating
Vorbeck Materials,2,operating
Vormetric,2,operating
Vortex Control Technologies,2,operating
Vostu,2,operating
Votizen,1,acquired
Voucheres,2,operating
Vouchr,2,operating
Vovici,1,acquired
Vox Media,2,operating
VoxPop Clothing,2,operating
VoxPop Network Corporation,1,acquired
VoxPopMe,2,operating
Voxa,2,operating
Voxify,1,acquired
Voxy,2,operating
Voya.ge,2,operating
Voyage Medical,0,closed
Voztelecom,2,operating
Vpon,2,operating
Vringo,2,operating
Vriti Infocom,2,operating
Vserv,2,operating
Vsnap,2,operating
Vtrim,2,operating
VuCOMP,2,operating
Vubiquity,2,operating
Vuclip,2,operating
Vudu,1,acquired
Vungle,2,operating
Vurb,2,operating
Vuze,2,operating
Vuzit,2,operating
Vuzix,2,operating
Vyatta,1,acquired
Vycon,2,operating
Vycor Medical,2,operating
Vyome Biosciences,2,operating
Vyteris,2,operating
VytronUS,2,operating
W-locate,2,operating
W. W. Norton & Company,2,operating
WAFU,2,operating
WAMBIZ Ltd.,2,operating
WANTED Technologies,2,operating
WANdisco,2,operating
WAVE (Wireless Advanced Vehicle Electrification),2,operating
WAY Systems,1,acquired
WAYN,2,operating
WEEZEVENT,2,operating
WEbook,2,operating
WGT Media,2,operating
WHILL,2,operating
WHOOP,2,operating
WILEX,2,operating
WIRELESS MEDCARE,2,operating
WISETIVI,0,closed
WISErg,2,operating
WISHI,2,operating
WISeKey,2,operating
WOO Sports,2,operating
WOT Services Ltd.,2,operating
WOWIO,2,operating
WP Engine,2,operating
WSO2,2,operating
WSP Global,1,acquired
Wacai,2,operating
WaferGen Biosystems,2,operating
Wag Moblie,2,operating
Wagon,2,operating
Wahanda,2,operating
Wakie,2,operating
Waldo Networks,2,operating
WalkMe,2,operating
Walkbase,2,operating
Walker & Company Brands,2,operating
Wallflower,2,operating
Wallix,2,operating
Wallop,2,operating
Wami,2,operating
Wananchi Group,2,operating
Wander,1,acquired
Wander (f. YongoPal),2,operating
Wandera,2,operating
Wanderfly,1,acquired
Wanderful Media,2,operating
Wanderu,2,operating
Wandoujia,2,operating
Wanelo,2,operating
WangYou,0,closed
Wangsu Technology,2,operating
Wannado,2,operating
Wanova,1,acquired
"Wantable, Inc.",2,operating
Wantering,2,operating
Wantworthy,0,closed
Wanxue Education,2,operating
Wapi,2,operating
Wappwolf,2,operating
Waps.cn,2,operating
Warbler,2,operating
Warby Parker,2,operating
Wasabi Productions,2,operating
Wasatch Microfluidics,2,operating
Wasatch Wind,2,operating
Washio,2,operating
WatchDox,2,operating
WatchParty,2,operating
Watcher Enterprises,2,operating
Watchup,2,operating
Water Health International,2,operating
WaterSmart Software,2,operating
Waterline Data Science,2,operating
Watermark Medical,2,operating
Waterstone Pharmaceuticals,0,closed
Wattpad,2,operating
Wauwaa,2,operating
Wave Accounting,2,operating
Wave Crest Group,2,operating
Wave Semiconductor,2,operating
Wave Telecom,2,operating
"WaveMaker, Inc.",1,acquired
WaveTec Vision,2,operating
Waveborn,2,operating
Wavebreak Media,2,operating
Wavesat,1,acquired
Waveseer,2,operating
Wavestream,1,acquired
Waybeo Inc,2,operating
Wayfair,2,operating
Waygo,2,operating
"Waygum, Inc.",2,operating
Wayin,2,operating
Waynaut,2,operating
Waypoint Health Innovatoins,2,operating
Waywire Networks,2,operating
Waze,1,acquired
We Heart It,2,operating
We R Interactive,2,operating
WeArePopup.com,2,operating
WeDidIt,2,operating
WeFi,2,operating
WeGame,1,acquired
WeHostels,1,acquired
WeLab,2,operating
WePay,2,operating
WePlann,2,operating
WePow,2,operating
WeShop,0,closed
WeSpeke,2,operating
WeSpire,2,operating
WeStudy.In,2,operating
WeStyle,2,operating
WeSwap.com,2,operating
WeVideo,2,operating
Wealth India Financial Services,2,operating
WealthEngine,2,operating
WealthForge,2,operating
WealthTouch,2,operating
Wealthfront,2,operating
WealthyLife,2,operating
Wear My Tags,2,operating
Weather Analytics,2,operating
Weather Trends International,2,operating
WeatherBug,2,operating
WeatherNation TV,2,operating
Weathermob,2,operating
Weatlas,2,operating
Weaved,2,operating
WebCurfew,2,operating
WebLayers,2,operating
WebLink International,2,operating
WebMarketing Group,2,operating
WebNotes,2,operating
WebPT,2,operating
WebPay,2,operating
WebStart Bristol,2,operating
WebTeb,2,operating
WebTuner,2,operating
WebVisible,2,operating
Webcollage,1,acquired
Webflow,2,operating
Webroot,2,operating
Webs,1,acquired
Websand,2,operating
Webtalk,2,operating
Webtrekk,2,operating
Webvanta,2,operating
Webydo.,2,operating
Wecash,2,operating
Wedding Party,2,operating
Wedding Spot,2,operating
Wedding.com.my,2,operating
WeddingWire Inc,2,operating
Weddington Way,2,operating
WeeWorld,2,operating
Weebly,2,operating
Weekdone,2,operating
Weeleo,2,operating
Weemba,2,operating
Wefunder,2,operating
Wego,2,operating
WegoWise,2,operating
Weibu,2,operating
Weichaishi.com,2,operating
WeissBeerger,2,operating
WelVU,2,operating
Well.ca,2,operating
WellAWARE Systems,1,acquired
WellDoc,2,operating
